,Jake,Bidwell,70,196952
,Aristote,Nsiala,65,196953
,Mathias,Jensen,72,229723
,Marco,Lund,65,229724
,Jean-Pierre,Rhyner,66,229727
,Florian,Kamberi,69,229728
,Bartosz,Jaroch,62,229730
,Mohamed,Elneny,76,213051
,Christian,Schoissengeyr,65,229733
,Oskar,van Hattum,50,253154
,Harun,Alpsoy,64,229742
,Alessandro,Deiola,63,229743
,Bright,Enobakhare,65,229745
,Callum,Wilson,78,196978
,Mayron,George,66,229748
,Alexander,Barboza,73,229749
,Aslak,Falch,63,196983
,Djibril,Sow,74,229752
,Tsiy-William,Ndenge,65,229753
Manu García,Manuel,García Alonso,72,223978
,Rade,Krunić,73,229758
,Christophe,Diandy,69,196991
Olaetxea,Lander,Olaetxea,66,229765
,Conor,McCarthy,60,229771
,Georgiy,Dzhikiya,77,229773
Thiago Silva,Thiago Emiliano,da Silva,85,164240
,Liam,Edwards,58,229779
,Dániel,Gyollai,61,229783
,Jaze,Kabia,56,255980
Rubén Alcaraz,Rubén,Alcaraz Jiménez,78,229788
,Houssem,Aouar,81,234906
,Mu,Kanazaki,69,213061
,Benjamin,Tetteh,71,229793
,Marvin,Ducksch,72,197031
,Riyadh,Sharahili,57,229800
,Emanuel,Taffertshofer,68,229803
,Alexandru,Mitriță,75,229804
,Eric,Verstappen,61,229806
,Nico,Antonitsch,66,229815
,Rene,Swete,67,229817
,Dominik,Baumgartner,66,229818
,Joël,Geissmann,63,234912
,Joel,Matip,83,197061
,Osvaldo,Rodríguez,67,229831
,Akın,Alkan,56,256759
,Ricardo,Chávez,68,229839
,Jonathan,Sabbatini,66,229845
,Adrien,Regattin,71,197081
,Daniel,Caligiuri,77,197083
,Selim,Ilgaz,57,256762
,Julian,Albrecht,56,251301
,Javier,Parraguez,65,229856
,Stefano,Sensi,78,229857
Edu Expósito,Eduardo,Expósito Jaén,76,229862
David Carmo,David Mota,Teixeira Carmo,71,251616
,Juan Pablo,Passaglia,63,251303
,Ryota,Aoki,60,232427
,Alexander,Munksgaard,69,229873
,Dave,Romney,66,229879
,Aaron,Wan-Bissaka,83,229880
Eduardo Henrique,Eduardo,Henrique da Silva,71,229882
,Masood,Bakhit,62,245521
,Fabian,Bordagaray,68,202154
,Emmanuel,Hackman,68,229890
,Julian,Ryerson,67,229891
Álex López,Álex,López de Groot,65,229892
Lucas Ahijado,Lucas,Ahijado Quintana,67,229894
Jordi Calavera,Jordi,Calavera Espinach,69,229896
,Sandro,Lauper,67,229900
,Kaan,Kurt,63,256770
,Kik,Pierie,67,234925
,Abdülkerim,Bardakcı,66,229905
,Leon,Bailey,80,229906
,Svante,Ingelsson,63,229910
,Myles,Kenlock,65,229911
,Graziano,Pellè,75,164376
,Sebastián,Gularte,66,229915
,Marcus,Piossek,65,197148
,Osama,Al Khalaf,62,229922
,Sebastian,Stolze,69,229923
,James,Efmorfidis,64,229924
,Erik,Wekesser,65,229925
,Kyle,Knoyle,63,229930
Pedro Rebocho,Pedro Miguel,Braga Rebocho,74,234930
,Juan,Agudelo,68,197166
,Konrad,Handzlik,59,229936
Deng Yubiao,Yubiao,Deng,51,240392
,Kadeem,Harris,71,197170
,Axel,Disasi,75,229942
,Adam,Ouattara,56,256777
Romário Baldé,Romário,Baldé,66,229947
,Jack,Harper,70,229948
Anderson Lopes,Anderson José,Lopes de Souza,69,229949
,Lawrence Ati,Zigi,67,229956
,Edvinas,Girdvainis,63,234934
,Issah,Abass,66,245857
,Márton,Dárdai,61,256780
,Raphael,Borges Rodrigues,49,253403
,Luca,Netz,63,256781
,Fabien,Centonze,75,229971
,Jakub,Piotrowski,66,229973
,César,Montes,75,229980
,Rafał,Makowski,62,229981
,Ben,Chilwell,81,229984
Fran Villalba,Francisco José,Villalba Rodrigo,70,229991
,Nicolás,Lodeiro,78,197225
,Sören,Bertram,65,197226
,Sebastian,Larsson,73,164459
,Nedum,Onuoha,69,164462
,Khouma,Babacar,72,197231
,Bradley,Wright-Phillips,74,164464
,Gary,Cahill,77,164468
,Tom,Davies,75,230005
Pita,Carlos,Pita González,70,164470
Xisco,Francisco,Jiménez Tejada,71,164471
,Nahir,Besara,67,197240
,Grzegorz,Krychowiak,80,197242
,Matthías,Vilhjálmsson,67,202175
,Ellis,Iandolo,61,230014
,Vital,Nsimba,71,230019
,Johan,Dahlin,72,164484
,Joseph,Aidoo,74,230021
Javi Mier,Javier,Mier Martínez,63,246617
,Haissem,Hassan,64,245870
,Anthony,Maisonnial,65,230038
,Brad,Guzan,72,164505
,Youssef,Aït Bennasser,73,230042
,Faitout,Maouassa,77,230043
,Mason,Toye,64,242253
,Frank,Ronstadt,65,230047
,Lee,Evans,69,213105
,Yannick,Schmid,64,230064
,Drew,Moor,67,164529
,Demeaco,Duhaney,62,230068
,Maxime,Lopez,75,224030
,Jacob,Davenport,64,230070
,Riad,Bajić,69,230072
,Enock,Kwateng,72,230074
,Max,Fenger,57,256799
,Aldo,Kalulu,68,230079
,Sadou,Diallo,59,230081
,Lukas,Nmecha,67,230084
,Goran,Pandev,72,137506
Wen Da,Da,Wen,49,253739
,Nikola,Stojiljković,69,230094
,Chris,Wondolowski,68,164559
Vinicius Tanque,Vinicius,de Souza Oliveira,64,230099
,Lassana,Coulibaly,68,230107
,Felix,Schröter,63,230109
Rubio,Rubén,López Huesca,62,240421
Jhonatan,Jhonatan,Luiz Siqueira,71,230117
,Vamara,Sanogo,63,230121
,Ricardo,Escobar,63,230124
,Alan,Acosta,65,230125
,James,Brophy,64,230126
,Jordan,Thompson,64,230136
,Benjamin,Hansen,65,241139
,Oumar,Gonzalez,63,230140
Muguruza,Joseba,Muguruza Bengoa,65,230141
Oyarzabal,Mikel,Oyarzabal Ugarte,84,230142
,Kastriot,Dermaku,68,230143
,Clemens,Fandrich,69,197376
,Conor,Wilkinson,61,213120
,Jeff,Larentowicz,67,164610
,Falaye,Sacko,78,230147
Luís Machado,Luís Miguel,Vieira Babo Machado,65,230150
,Bryan,Figueroa,61,240428
,Erik,Sabo,65,230157
,Lars,Vilsvik,66,197391
,Jacob,Shaffelburg,62,251352
,Kodjo Fo-Doh,Laba,75,251353
Anselmo,Anselmo,de Moraes,76,197402
,Robin,Tihi,61,256817
,Yannick,Gomis,70,234972
,Aaron,McGowan,65,213127
,Piotr,Krawczyk,57,251359
,Felix,Wiedwald,71,197439
,David,Alaba,84,197445
,Troy,Parrott,65,245902
,Tom,Clarke,67,173518
,Tomáš,Huk,62,251364
,Harvey,White,60,245903
,Felix,Luckeneder,67,238986
,Idriss,Saadi,67,197480
,Qazim,Laçi,69,234983
,Yasser,Al Mosailem,67,197496
,Dennis,Cirkin,61,256831
Esquerdo,Vicente,Esquerdo Santas,64,254263
,Hassan,Al Raheb,59,197511
,Mohammed,Al Saeed,56,234988
,Jeppe,Tverskov,69,224067
,Panajotis,Dimitriadis,64,197527
,Moses,Opondo,64,234991
,Lee,Wallace,68,164766
,Rodrigo,Zalazar,61,251377
,Tanguy,Coulibaly,59,251401
,Weston,McKennie,75,238744
,Nicolás,Gorosito,68,234816
,Mohanad,Salem,65,197592
Azón,Juan Carlos,Azón Marco,60,254266
,Berkay,Özcan,69,235717
,Łukasz,Fabiański,81,164835
,Adam,Federici,70,164853
,Theo,Walcott,76,164859
,Benjamin,Leroy,72,197641
,Lior,Refaelov,73,164878
,Nathan,Smith,63,222625
,Sebastián,Coates,81,197655
,Ali,Ahamada,70,197678
,Matthew,Garbett,55,255360
,Stratos,Svarnas,64,245540
Gabriel Silva,Gabriel Moisés,Antunes da Silva,74,197688
,Andrea,Seculin,70,197689
,Yacouba,Diori,62,252087
,Jorman,Campuzano,75,242267
,Dmitriy,Rybchinskiy,65,247723
,Mikal Berg,Kvinge,49,254270
,Teal,Bunbury,67,197716
,Stéphane,M'Bia,73,164959
,Damián,Martínez,72,224104
,Luke,Southwood,63,235027
,Jordan,Ayew,77,197756
,Fedor,Chalov,74,235029
,Jakub,Błaszczykowski,75,164994
,Ahmed,Al Zain,63,230532
,Alejandro,Frezzotti,65,229569
,Gerardo,Bruna,58,197770
,Raffaele,De Vita,63,169495
,Will,Nightingale,62,221538
,Alexandros,Paschalakis,73,240493
,Jacopo,Sala,72,197777
Isco,Francisco Román,Alarcón Suárez,84,197781
,Diego,Fabbrini,68,197785
,Giulio,Donati,73,197786
,Gianluigi,Buffon,82,1179
,Alessio,Da Cruz,66,230557
,Maryan,Shved,67,230559
,Arnold,Isako,72,230560
,Jay-Roy,Grot,64,230561
,Mijat,Gaćinović,73,230564
,Tomás,Rojas,62,245544
,Mouctar,Diakhaby,72,230578
,Jonas,Martin,73,197813
,Luke,Woolfenden,65,240500
Gaspar Campos,Gaspar,Campos-Ansó,63,256885
,Sander,van Looy,60,230593
,Gabriel,Popovic,52,253753
,Jaime,Carreño,69,230598
,Jason,Davidson,66,197831
,Dedryck,Boyata,77,197837
,Yannick,Deichmann,63,230607
,Amadou,Diawara,75,230613
,Marios,Ogkmpoe,59,242272
,Akihiro,Hayashi,72,197851
,Serge,Aurier,80,197853
,Sinan,Bakış,67,230623
,Umut,Nayir,69,230624
Matheus Reis,Matheus,Reis de Lima,76,230625
,Marco,Festa,62,230631
,Jhon,Vásquez,66,230638
,Ştefan,Radu,78,165109
,Paris,Cowan-Hall,63,197883
,Naoki,Ishikawa,62,232453
,Jojo,Wollacott,61,230653
,Kent Malic,Swaleh,50,256458
Arribas,Alejandro,Arribas Garrido,71,197890
Juanmi,Juan Miguel,Jiménez López,75,197891
,Ivan,Paurević,69,197893
,Adam,Straith,62,197896
Gustavo Sauer,Gustavo,Affonso Sauerbeck,74,230665
Gabriel Jesus,Gabriel,Fernando de Jesus,83,230666
,Mike,Cestor,67,197904
,Miguel Angel,Sansores,64,197907
,Fraser,Horsfall,60,230677
,Kiril,Despodov,73,245977
,Giuseppe,Pezzella,72,230681
,Shaquil,Delos,61,248821
,Emre,Akbaba,74,230685
,Jean-Victor,Makengo,70,230686
,Aldin,Turkeš,67,230687
,Karim,Benzema,89,165153
,Maxime,Dominguez,62,230690
,Michael,Kempter,57,230691
,İsmail,Çipe,64,230694
,Takayuki,Seto,67,230696
,Ethan,Robson,60,230697
,Josh,Parker,61,197930
Cubillas,David,Cubillas Peña,66,197936
,Papy,Djilobodji,72,197937
,Joe,Worrall,72,230708
,Kennedy,Igboananike,64,197941
,Mousa,Madkhali,59,230712
,Ryan,Bowman,63,197945
,Florian,Lejeune,77,197948
,Tino,Kadewere,74,230717
,Ionuț,Șerban,61,257732
,Eunan,O'Kane,65,197953
,Gjermund,Åsen,66,197954
,Richard,Figueroa,60,254677
Romera,José Antonio,Romera Navarro,68,245549
,Joe,Ledley,67,165190
,Gautier,Larsonneur,77,230727
Pizzi,Luis Miguel,Afonso Fernandes,84,197965
,Tobias,Lauritsen,60,230737
,Denis,Alibec,72,197971
,Sam,Morsy,70,197975
,Grejohn,Kyei,65,222636
,George,Francomb,64,197990
,Conor,Davis,55,230759
Cho Yoon Sung,Yoon Sung,Cho,54,255499
,Eric,Larsson,70,197996
,Laurent,Koscielny,79,165229
Renato Sanches,Renato Júnior,Luz Sanches,78,230767
,Justin,Morrow,70,198000
,Moataz,Al Baqawi,53,240531
,Peter,Bjur,54,248824
,Jens,Toornstra,75,198006
Jesiel,Jesiel,Cardoso Miranda,68,230776
,Mattia,Perin,82,198009
,Tom,Eaves,67,198011
,Itumeleng,Khune,73,165247
,Michael,Pereira,66,198017
Pepelu,Jose Luís,García Vayá,70,230786
,Pascal,Testroet,69,198019
Ximo Navarro,Joaquín,Navarro Jiménez,74,198023
,Yann-Erik,de Lanlay,67,198024
Álvaro Traver,Álvaro,Traver Navarrete,67,230793
Nacho Gil,Ignacio,Gil,68,230794
Sérgio Oliveira,Sérgio Miguel,Relvas de Oliveira,78,198031
,Dan,Burn,75,198032
,Ali,Hazazi,63,230801
,Razak,Boukari,64,165269
,Mark,Gillespie,71,198039
,Callum,Johnson,66,230809
,Alex,Pattison,63,230812
,Damian,Dąbrowski,68,198046
,Osman,Kakay,60,230815
José Machín,José Ndong,Machín Dicombo,69,230817
,Olamide,Shodipo,63,230819
,Alan,Mozo,73,230829
Pichu Atienza,Fco. Javier,Atienza Valverde,68,198062
,Alexis,Peña,66,230834
,Jean Armel,Drolè,68,230835
,Erlend Dahl,Reitan,63,230836
,Sofyan,Amrabat,77,224158
,George,Williams,63,198071
,Patrick,Herrmann,78,198077
,Regan,Charles-Cook,61,230846
,Zachary,Elbouzedi,61,230847
,Gojko,Cimirot,74,230850
,Juan Manuel,Tévez,64,224161
Nuno da Costa,Nuno Miguel,da Costa Jóia,73,230857
,Samuele,Perisan,63,230858
,Denis Will,Poha,67,230860
,Collen,Warner,65,198094
,Corey,Blackett-Taylor,64,230864
Unai Simón,Unai,Simón Mendibil,80,230869
,Dominik,Stahl,67,198104
,Matt,Butcher,59,230876
Unai Etxebarría,Unai,Etxebarría Martín,63,230877
,Marco,Höger,72,198113
,Jack,Simpson,66,230882
Víctor García,Víctor,García Raja,66,246011
,Josuha,Guilavogui,78,198118
,Aiden,O'Neill,65,230888
,Brandon,Wilson,60,230890
,Owen,Evans,61,230893
,Andre,Wright,60,230895
Caio,Caio,Canedo Corrêa,73,198128
,Celso,Ortíz,78,198129
,Ademola,Lookman,74,230899
,Kyle,Adams,57,255375
,Leandro,Bacuna,68,198133
,Rodrigo,Rojas,71,198138
Lazo,José Carlos,Lazo Romero,72,229631
,Rogelio,Funes Mori,78,198140
Bartra,Marc,Bartra Aregall,80,198141
Samu Sáiz,Samuel,Sáiz Alonso,70,198143
,Paolo,Ghiglione,69,230912
,Sergio,Araujo,69,198145
,Mark,van der Maarel,66,198147
,Alex,Iacovitti,62,230919
,Jake,Taylor,63,198153
Thiago Santos,Thiago,dos Santos,70,230923
,Leandro,Marín,68,198156
Jonathan Viera,Jonathan,Viera Ramos,81,198164
,Lucas,Schoofs,63,230933
,Mauro,Zárate,76,153177
,Ádám,Nagy,72,230936
,Franck Yannick,Kessié,77,230938
,Josh,Pask,61,230942
,Stefan,de Vrij,84,198176
,Bart,Schenkeveld,71,198177
,André,Calisir,66,198178
,Daniel,Devine,57,230950
,Tomislav,Kiš,65,230954
,Prince Isaac,Kouame,54,256946
,Greg,Cunningham,72,198190
,Petar,Slišković,60,198195
,Michael,Santos,71,230964
,Nahitan,Nández,77,230965
Jordi Amat,Jordi,Amat Maas,70,198198
Alcolea,Pablo,Alcolea Guerrero,63,198199
,Benjamin,Stambouli,77,198200
,Faïz,Selemani,70,230969
,Nikola,Tzanev,57,230971
,Christoph,Riegler,68,234646
,Duván,Vergara,73,230975
,Jason,Taylor,59,165441
,Jacob,Tratt,60,230980
Leandro Damião,Leandro Damião,da Silva dos Santos,73,198213
,Espen,Børufsen,63,165447
,Luke,Ivanovic,57,247259
,Gary,Dicker,70,165449
,Lorenzo,Insigne,85,198219
,Mehdi,Bourabia,69,198220
Fafà Picault,Fabrice-Jean,Picault,67,230991
,Sidy,Sarr,69,230995
Germán,Germán,Sánchez Barahona,77,198230
,Facundo,Colidio,67,245461
,Jon,Taylor,68,198235
,Chiedozie,Ogbene,66,231005
,Cian,Coleman,57,231006
,Josip,Mišić,73,231007
Raúl Carnero,Raúl,García Carnero,73,198240
,Carlos,de Pena,73,231012
,Tomás,Andrade,66,231013
,Anthony,Glennon,61,247741
,Eitaro,Matsuda,55,255543
,Craig,Clay,63,198252
,Jason,Demetriou,66,165485
,Cristian,Dell'Orco,68,231022
,Seth,Sinovic,65,198257
,Myles,Judd,58,231026
,Antonio,Marchesano,67,231027
,Matija,Šarkić,61,231028
,Tim,Ream,70,198261
,Samed,Kaya,58,231031
,Billy,Ketkeophomphone,67,198264
,Joe,Maguire,63,231033
,Pius,Dorn,65,231039
,Casimir,Ninga,73,231041
,Jesper,Hansen,75,132740
,Billy,Clarke,63,165509
,Jake,Eastwood,61,231046
,Michał,Rostkowski,52,252226
,Luis Miguel,Escalada,64,165515
,Fernando,Gago,73,165517
,Stefan,Marinović,71,231056
,Benrandy,Abdallah,61,246040
,Pat,Webber,57,240579
,Gabriel,Paletta,71,165526
,Te Atawhai,Hudson-Wihongi,61,231064
,Yosmel,Gil,59,255674
,Ismael,Sosa,74,165531
,Bruno,Pittón,75,231070
Miquel Parera,Miquel,Parera Pizá,67,231071
,Gustavo,Cabral,74,165536
,Boris,Radunović,68,231073
,Mateusz,Pieńczak,53,252497
,Ibrahima,Sissoko,69,231089
Aguilera,Juan,Aguilera Núñez,68,198322
Zeng Chao,Chao,Zeng,58,231091
,Juan Diego,Rojas,69,231094
,Nejc,Skubic,73,231095
Rodrigo,Rodrigo,Moreno Machado,82,198329
,Ivan,Franjić,66,198330
,Matěj,Vydra,73,198331
,Marco,Weymans,62,231101
,Ludovic,Blas,76,231102
,Bryan,Oviedo,67,198335
,Alexandre,Olliero,67,231105
,Alfie,Kilgour,65,231107
,Silvan,Hefti,73,231108
,Aly,Ndom,65,231109
,Patrick,Erras,69,231110
,Alexander,Hack,72,231111
,Zelimkhan,Bakaev,75,231113
,Franco,Jara,75,198347
,Mathias,Autret,72,198348
,Daniel,Bentley,70,198350
,Nicolae,Milinceanu,62,256973
,Stefan,Bell,73,198352
,Jhonathan,Ramis,59,198354
,Steve,Clark,73,198355
,Dinu,Graur,63,251513
,Martin,Spelmann,60,231132
,Archie,Procter,50,251514
Tomás Pina,Tomás,Pina Isla,76,198368
,Christian,Bassogog,73,231138
,Jack,Fitzwater,63,231139
,Scott,Robinson,62,198373
,Liam,Palmer,68,198377
,Ángelo,Preciado,66,246055
Jamiro Monteiro,Jamiro Gregory,Monteiro Alvarenga,73,231150
,Edison,Vega,63,246056
,Sebastián,Méndez,65,246057
,Alin,Toșca,68,233512
,Alexander,Kačaniklić,70,198394
,Dejan,Djokic,55,256981
,Jesper,Löfgren,61,247042
,Jaman,Al Dossary,59,231179
Guruzeta,Gorka,Guruzeta Rodríguez,67,231184
,Kai,Brünker,62,242291
,Majeed,Waris,73,198420
,Gonzalo,Castellani,70,198426
,Víctor,Centurión,60,231196
,Stanislav,Tecl,72,198429
,Hakeem,Odoffin,60,231199
,Juan,Peñaloza,60,246064
,Edward,McGinty,60,237927
,Tom,Bradshaw,69,198437
,Jhon,Lucumi,73,231207
,Esteban,Rolón,66,231212
Dani Rodríguez,Daniel,Rodríguez Vázquez,75,198451
,Fabián,Henríquez,67,231222
,Johan,Larsson,71,198455
,Niklas,Dorsch,74,231227
Lee Hee Kyun,Hee Kyun,Lee,60,247748
,Brayan,Garnica,68,231231
,Kelvin,Amian,75,231235
,Mathieu,Cafaro,74,231236
,Peter Vindahl,Jensen,65,231237
,Emre,Mor,72,231240
,Nicolás,Milesi,69,235746
Guitián,Alberto,Guitián Ceballos,71,198474
,Edson,Reséndez,65,231244
,Braian,Cufré,74,231247
,Shane,McEleney,56,198485
,Ruairí,Harkin,55,198486
,James,McClean,71,198489
,Alexander,Faltsetas,65,198490
,Jérémy,Gélin,72,231263
,Thomas,Rodríguez,63,231264
,Mark,Connolly,63,198497
,Jason,Lokilo,58,231267
,Fynn,Otto,59,257081
,Calum,Waters,61,231270
,Brad,Jones,72,165735
,David,Wheater,64,165736
,Jeronimo,Cacciabue,68,242294
,Erwan,Maury,60,231278
Iván Alejo,Iván,Alejo Peralta,74,231280
Cláudio Ramos,Cláudio Pires,de Morais Ramos,77,198513
,Ryan,Delaney,62,231284
,Christoffer,Aasbak,66,198519
,Joe,Redmond,52,246079
,Jamal,Lewis,74,231292
,Mattias,Andersson,57,251541
,Geraldo,Bajrami,56,246080
,Erwin,Saavedra,69,231301
,Marcel,Rømer,65,198534
,Mads,Greve,64,198535
Cássio,Cássio,Albuquerque Anjos,74,165769
,Bjørn,Paulsen,67,198538
,Morgan,Poaty,67,231307
,Aaron,Greene,62,198543
,Romain,Perraud,73,231318
José Amo,José María,Amo Torres,62,231320
,Cristian,Gamboa,70,198553
,Anthony,Ujah,71,198554
,Jorge,Ortiz,62,165787
,Leonardo,Ulloa,70,165788
Carlos Ruiz,Carlos,Ruiz Aránega,66,198560
,Robert,Kakeeto,57,231330
,Joshua,Mees,69,229702
,Jorge,Flores,64,231335
,Paul,Osew,61,251548
,Gonzalo,Montiel,78,231340
,Dylan,Fox,61,231342
,Moussa,Koné,68,231344
,Alexis,Alégué,61,231346
,Óscar,Murillo,76,198581
,Yerko,Urra,68,231351
,Tammy,Abraham,78,231352
,Emmanuel,Iyoha,67,231353
,Miloš,Pantović,67,231354
Ayrton,Ayrton Lucas,Dantas de Medeiros,75,231355
,Matthew,Millar,68,231356
,Greg,Garza,69,198589
,Gerard Bi Goua,Gohou,62,198590
,Jalil,Elías,71,231360
,Joris,Gnagnon,76,231361
,Philipp,Lienhart,72,231366
,Martin,Linnes,74,198599
,Luis,Mendoza,71,198601
,Daiya,Maekawa,64,241206
,Joakim Våge,Nilsen,63,198604
,Niklas,Hoffmann,59,231379
Raúl Navas,Raúl,Rodríguez Navas,73,198614
,Dominick,Drexler,73,198617
,Noel,Mbo,58,231387
,Lucas,Algozino,63,231388
,Hallur,Hansson,65,198622
João Carvalho,João António,Antunes Carvalho,71,231391
,Joe,Shaughnessy,63,198624
,Scott,Bain,72,198625
,Ciaran,Kelly,58,231396
Álvaro Arroyo,Álvaro,Arroyo Martínez,69,198630
Rodri,Rodrigo,Ríos Lozano,68,198631
,Matt,Penney,64,231402
,Connor,Kirby,60,231403
,Kyle,Edwards,68,231406
,Zakaria,Labyad,75,198640
,Kenneth,Zohore,70,198641
,Dan Peter,Ulvestad,68,198642
,Kenzo,Goudmijn,63,246099
,Vamouti,Diomande,61,198644
,Michael,Verrips,69,231413
Waldo,Waldo,Rubio Martin,75,231414
Yang Sang Min,Sang Min,Yang,62,165880
,Kristoffer,Askildsen,57,246100
,Martín,Silva,73,198653
,Christopher,Missilou,64,198655
,Ahmet,Arslan,65,231424
Park Chu Young,Chu Young,Park,69,165889
,Fredrik,Midtsjø,78,198658
,Filippo,Bandinelli,68,231428
Yang Dong Hyen,Dong Hyen,Yang,65,165894
,Takuya,Yasui,62,241208
Aitor,Aitor,Cantalapiedra,71,231433
,Grady,Diangana,73,231436
Mario,Mario,Rodríguez Ruíz,62,255393
,Marcus,Browne,67,231442
,Ousmane,Dembélé,83,231443
Oh Beom Seok,Beom Seok,Oh,63,165908
,Josh,Dasilva,71,231445
,Marcus,McGuane,62,231446
,Donyell,Malen,78,231447
,Reiss,Nelson,72,231448
,Manolo,Gabbiadini,75,198683
,Marcelo,Herrera,70,246106
,Saliou,Ciss,69,198687
,Florentin,Pogba,68,198688
,Kristoffer,Barmen,67,198702
,Josh,McEachran,68,198704
